timestamp_utc,pixel_disagreement
20120501170000,0.1280425347222222
20120501170030,0.12331163194444444
20120501170100,0.13276041666666666
20120501170130,0.12403645833333334
20120501170200,0.1176953125
20120501170230,0.128125
20120501170300,0.13141059027777777
20120501170330,0.13479166666666667
20120501170400,0.13473958333333333
20120501170430,0.1355251736111111
20120501170500,0.12671875
20120501170530,0.13026475694444445
20120501170600,0.1353081597222222
20120501170630,0.13448350694444444
20120501170700,0.13000434027777777
20120501170730,0.13032118055555555
20120501170800,0.1309765625
20120501170830,0.12200086805555556
20120501170900,0.12657118055555555
20120501170930,0.12608506944444445
20120501171000,0.13461371527777777
20120501171030,0.13115885416666667
20120501171100,0.132109375
20120501171130,0.13608072916666666
20120501171200,0.135
20120501171230,0.13330729166666666
20120501171300,0.14079427083333335
20120501171330,0.143984375
20120501171400,0.1456206597222222
20120501171430,0.13197048611111112
20120501171500,0.12823784722222223
20120501171530,0.12965711805555555
20120501171600,0.12789930555555556
20120501171630,0.12895399305555555
20120501171700,0.13237413194444445
20120501171730,0.13592013888888888
20120501171800,0.14200086805555556
20120501171830,0.1450217013888889
20120501171900,0.14763020833333335
20120501171930,0.15606770833333333
20120501172000,0.1560894097222222
20120501172030,0.14770833333333333
20120501172100,0.1516970486111111
20120501172130,0.1565842013888889
20120501172200,0.15156684027777778
20120501172230,0.14630208333333333
20120501172300,0.15288194444444445
20120501172330,0.16403645833333333
20120501172400,0.16858072916666667
20120501172430,0.1656640625
20120501172500,0.15097222222222223
20120501172530,0.13287760416666666
20120501172600,0.12937065972222223
20120501172630,0.13383246527777778
20120501172700,0.15164930555555556
20120501172730,0.14815538194444444
20120501172800,0.15504340277777778
20120501172830,0.16046440972222223
20120501172900,0.16078559027777778
20120501172930,0.15667534722222223
20120501173000,0.14717447916666668
20120501173030,0.14844618055555556
20120501173100,0.140703125
20120501173130,0.14166666666666666
20120501173200,0.14930989583333334
20120501173230,0.15493055555555554
20120501173300,0.16398003472222222
20120501173330,0.1579470486111111
20120501173400,0.15348524305555555
20120501173430,0.15329861111111112
20120501173500,0.14825086805555557
20120501173530,0.143359375
20120501173600,0.13197916666666668
20120501173630,0.12387586805555556
20120501173700,0.1229123263888889
20120501173730,0.12063802083333333
20120501173800,0.12375868055555556
20120501173830,0.12821180555555556
20120501173900,0.13588541666666668
20120501173930,0.13127604166666668
20120501174000,0.12996961805555557
20120501174030,0.13077690972222222
20120501174100,0.13494357638888888
20120501174130,0.13700954861111111
20120501174200,0.13917100694444445
20120501174230,0.14197916666666666
20120501174300,0.13514322916666666
20120501174330,0.1374782986111111
20120501174400,0.13687065972222223
20120501174430,0.1336892361111111
20120501174500,0.13799913194444444
20120501174530,0.1409375
20120501174600,0.13774305555555555
20120501174630,0.14184027777777777
20120501174700,0.13988715277777777
20120501174730,0.14172743055555556
20120501174800,0.14014756944444445
20120501174830,0.14055989583333334
20120501174900,0.1335546875
20120501174930,0.1313498263888889
20120501175000,0.13382378472222223
20120501175030,0.13058159722222223
20120501175100,0.12581163194444445
20120501175130,0.1265234375
20120501175200,0.12748697916666665
20120501175230,0.1295095486111111
20120501175300,0.12881944444444443
20120501175330,0.13659288194444444
20120501175400,0.13302083333333334
20120501175430,0.12767795138888888
20120501175500,0.12028645833333333
20120501175530,0.11770833333333333
20120501175600,0.11314236111111112
20120501175630,0.10908420138888889
20120501175700,0.1108984375
20120501175730,0.11080729166666667
20120501175800,0.11692274305555556
20120501175830,0.1254470486111111
20120501175900,0.1277560763888889
20120501175930,0.12386284722222222
20120501180000,0.13382378472222223
20120501180030,0.12788194444444445
20120501180100,0.13161458333333334
20120501180130,0.13105034722222222
20120501180200,0.12553385416666665
20120501180230,0.12309027777777778
20120501180300,0.12671440972222223
20120501180330,0.12206163194444444
20120501180400,0.11888888888888889
20120501180430,0.1184765625
20120501180500,0.12128038194444445
20120501180530,0.12538194444444445
20120501180600,0.12504774305555555
20120501180630,0.1239453125
20120501180700,0.12608072916666666
20120501180730,0.12111979166666667
20120501180800,0.11994791666666667
20120501180830,0.116796875
20120501180900,0.11519097222222222
20120501180930,0.11787326388888889
20120501181000,0.11496527777777778
20120501181030,0.11572048611111112
20120501181100,0.11045138888888889
20120501181130,0.10950086805555556
20120501181200,0.1082421875
20120501181230,0.10651475694444444
20120501181300,0.11197048611111111
20120501181330,0.11432725694444444
20120501181400,0.11256510416666667
20120501181430,0.11340711805555556
20120501181500,0.11321180555555556
20120501181530,0.11216579861111112
20120501181600,0.1131640625
20120501181630,0.11381510416666667
20120501181700,0.11381944444444445
20120501181730,0.11301649305555556
20120501181800,0.11643663194444444
20120501181830,0.11657986111111111
20120501181900,0.11400607638888889
20120501181930,0.11181857638888888
20120501182000,0.11342881944444444
20120501182030,0.11176215277777778
20120501182100,0.11034722222222222
20120501182130,0.10898871527777777
20120501182200,0.10779079861111111
20120501182230,0.10752604166666667
20120501182300,0.10713541666666666
20120501182330,0.10743923611111111
20120501182400,0.10846788194444444
20120501182430,0.1059375
20120501182500,0.10744791666666667
20120501182530,0.10468315972222222
20120501182600,0.10838107638888889
20120501182630,0.10801649305555555
20120501182700,0.10936197916666666
20120501182730,0.10739149305555555
20120501182800,0.10556857638888889
20120501182830,0.10506944444444444
20120501182900,0.10476996527777778
20120501182930,0.1031076388888889
20120501183000,0.10455729166666666
20120501183030,0.10765625
20120501183100,0.10764322916666667
20120501183130,0.1057638888888889
20120501183200,0.10733940972222222
20120501183230,0.1082421875
20120501183300,0.10749131944444444
20120501183330,0.10345486111111112
20120501183400,0.09944878472222222
20120501183430,0.10302951388888888
20120501183500,0.10924479166666666
20120501183530,0.10884982638888889
20120501183600,0.11403645833333333
20120501183630,0.11334201388888888
20120501183700,0.111171875
20120501183730,0.11130208333333333
20120501183800,0.11973524305555555
20120501183830,0.12433159722222223
20120501183900,0.13325086805555555
20120501183930,0.13148003472222222
20120501184000,0.13263454861111112
20120501184030,0.1337717013888889
20120501184100,0.13733506944444446
20120501184130,0.13932725694444445
20120501184200,0.14102864583333333
20120501184230,0.1399826388888889
20120501184300,0.13478732638888888
20120501184330,0.13317274305555554
20120501184400,0.12825086805555555
20120501184430,0.1259157986111111
20120501184500,0.12878038194444444
20120501184530,0.13085069444444444
20120501184600,0.12832899305555556
20120501184630,0.12453559027777777
20120501184700,0.12973090277777777
20120501184730,0.13159722222222223
20120501184800,0.13518663194444444
20120501184830,0.13471788194444445
20120501184900,0.12961805555555556
20120501184930,0.12396267361111112
20120501185000,0.12078993055555555
20120501185030,0.12177083333333333
20120501185100,0.12345052083333333
20120501185130,0.12578559027777778
20120501185200,0.12969618055555557
20120501185230,0.1317578125
20120501185300,0.13278645833333333
20120501185330,0.13057725694444444
20120501185400,0.12944444444444445
20120501185430,0.13267361111111112
20120501185500,0.1355815972222222
20120501185530,0.13771701388888888
20120501185600,0.13872395833333334
20120501185630,0.13945746527777778
20120501185700,0.13239583333333332
20120501185730,0.13105902777777778
20120501185800,0.12643663194444443
20120501185830,0.12359809027777778
20120501185900,0.12289930555555556
20120501185930,0.11914496527777778
20120501190000,0.1219140625
20120501190030,0.11614583333333334
20120501190100,0.11212673611111111
20120501190130,0.1102951388888889
20120501190200,0.11977430555555556
20120501190230,0.11296875
20120501190300,0.12416232638888888
20120501190330,0.12385850694444445
20120501190400,0.1200607638888889
20120501190430,0.11508680555555556
20120501190500,0.11256944444444444
20120501190530,0.11407118055555555
20120501190600,0.11340277777777778
20120501190630,0.11691840277777778
20120501190700,0.12569010416666668
20120501190730,0.1291753472222222
20120501190800,0.12954427083333334
20120501190830,0.12565972222222221
20120501190900,0.1253125
20120501190930,0.12512586805555556
20120501191000,0.12112413194444445
20120501191030,0.121484375
20120501191100,0.1182421875
20120501191130,0.11563368055555556
20120501191200,0.11516493055555556
20120501191230,0.11469184027777778
20120501191300,0.1168923611111111
20120501191330,0.11461371527777778
20120501191400,0.11472222222222223
20120501191430,0.11048177083333334
20120501191500,0.10924479166666666
20120501191530,0.10954427083333333
20120501191600,0.1093185763888889
20120501191630,0.11153211805555556
20120501191700,0.1091796875
20120501191730,0.10738715277777777
20120501191800,0.10731770833333333
20120501191830,0.105546875
20120501191900,0.10324652777777778
20120501191930,0.10263888888888889
20120501192000,0.10061631944444445
20120501192030,0.10534722222222222
20120501192100,0.10801215277777777
20120501192130,0.11038628472222223
20120501192200,0.11010850694444445
20120501192230,0.11309461805555555
20120501192300,0.1160546875
20120501192330,0.11920138888888888
20120501192400,0.114921875
20120501192430,0.11269097222222223
20120501192500,0.11130208333333333
20120501192530,0.11245659722222222
20120501192600,0.10633246527777777
20120501192630,0.12084635416666667
20120501192700,0.12255208333333334
20120501192730,0.12472222222222222
20120501192800,0.12094618055555556
20120501192830,0.11400173611111111
20120501192900,0.11401041666666667
20120501192930,0.11466145833333333
20120501193000,0.11832899305555555
20120501193030,0.12491319444444444
20120501193100,0.12551649305555557
20120501193130,0.13008680555555555
20120501193200,0.13045572916666667
20120501193230,0.12807291666666668
20120501193300,0.12141059027777777
20120501193330,0.12217881944444445
20120501193400,0.13176649305555554
20120501193430,0.1415234375
20120501193500,0.13493055555555555
20120501193530,0.1388845486111111
20120501193600,0.12736545138888888
20120501193630,0.12921875
20120501193700,0.12411892361111111
20120501193730,0.12777777777777777
20120501193800,0.13108940972222222
20120501193830,0.13555989583333333
20120501193900,0.1306467013888889
20120501193930,0.1334201388888889
20120501194000,0.13821180555555557
20120501194030,0.13947916666666665
20120501194100,0.15318142361111112
20120501194130,0.14979600694444445
20120501194200,0.14324652777777777
20120501194230,0.12111979166666667
20120501194300,0.12243489583333333
20120501194330,0.1305859375
20120501194400,0.13215277777777779
20120501194430,0.14038194444444443
20120501194500,0.14397135416666668
20120501194530,0.14718315972222223
20120501194600,0.13986979166666666
20120501194630,0.1330685763888889
20120501194700,0.13665364583333334
20120501194730,0.14857204861111112
20120501194800,0.148046875
20120501194830,0.15284722222222222
20120501194900,0.15805989583333332
20120501194930,0.1511935763888889
20120501195000,0.1482638888888889
20120501195030,0.14707899305555555
20120501195100,0.14247395833333334
20120501195130,0.1452734375
20120501195200,0.14524305555555556
20120501195230,0.14379340277777777
20120501195300,0.14551649305555556
20120501195330,0.14286458333333332
20120501195400,0.13372395833333334
20120501195430,0.1314453125
20120501195500,0.13407118055555556
20120501195530,0.13501736111111112
20120501195600,0.13403645833333333
20120501195630,0.14663194444444444
20120501195700,0.1422048611111111
20120501195730,0.1574392361111111
20120501195800,0.14215711805555556
20120501195830,0.1507248263888889
20120501195900,0.15760416666666666
20120501195930,0.15145833333333333
20120501200000,0.14569010416666667
20120501200030,0.1475737847222222
20120501200100,0.14514322916666667
20120501200130,0.13811631944444444
20120501200200,0.13536024305555555
20120501200230,0.1318532986111111
20120501200300,0.14231336805555556
20120501200330,0.13772569444444444
20120501200400,0.14872829861111111
20120501200430,0.1540407986111111
20120501200500,0.14103298611111112
20120501200530,0.12997395833333333
20120501200600,0.13128472222222223
20120501200630,0.13472222222222222
20120501200700,0.13830729166666667
20120501200730,0.1457204861111111
20120501200800,0.13327690972222223
20120501200830,0.1343793402777778
20120501200900,0.1582638888888889
20120501200930,0.16082899305555556
20120501201000,0.15681857638888888
20120501201030,0.1542361111111111
20120501201100,0.15687934027777778
20120501201130,0.1599392361111111
20120501201200,0.1571310763888889
20120501201230,0.14555989583333334
20120501201300,0.1408810763888889
20120501201330,0.13484809027777778
20120501201400,0.13570746527777777
20120501201430,0.13467881944444443
20120501201500,0.12756944444444446
20120501201530,0.13010850694444445
20120501201600,0.12647569444444445
20120501201630,0.12145399305555556
20120501201700,0.12234809027777778
20120501201730,0.13010850694444445
20120501201800,0.1450737847222222
20120501201830,0.1264236111111111
20120501201900,0.1269140625
20120501201930,0.13143663194444444
20120501202000,0.1380685763888889
20120501202030,0.1518576388888889
20120501202100,0.1611154513888889
20120501202130,0.15832899305555556
20120501202200,0.1457248263888889
20120501202230,0.1478515625
20120501202300,0.15471354166666668
20120501202330,0.14411892361111112
20120501202400,0.1436111111111111
20120501202430,0.1449045138888889
20120501202500,0.1439236111111111
20120501202530,0.15192708333333332
20120501202600,0.1514800347222222
20120501202630,0.13630642361111112
20120501202700,0.1340451388888889
20120501202730,0.13228732638888888
20120501202800,0.13313368055555555
20120501202830,0.14229600694444444
20120501202900,0.14309461805555557
20120501202930,0.15946180555555556
20120501203000,0.15655381944444444
20120501203030,0.16269097222222223
20120501203100,0.15391927083333334
20120501203130,0.15552083333333333
20120501203200,0.15573350694444443
20120501203230,0.15702690972222222
20120501203300,0.15061197916666666
20120501203330,0.14415364583333334
20120501203400,0.14125
20120501203430,0.1349609375
20120501203500,0.15534288194444446
20120501203530,0.1643315972222222
20120501203600,0.160546875
20120501203630,0.1541970486111111
20120501203700,0.15577256944444445
20120501203730,0.16395833333333334
20120501203800,0.15450520833333334
20120501203830,0.16000868055555556
20120501203900,0.15203993055555556
20120501203930,0.16996961805555555
20120501204000,0.15407552083333334
20120501204030,0.15168402777777779
20120501204100,0.15876736111111112
20120501204130,0.15911458333333334
20120501204200,0.14778645833333334
20120501204230,0.15840711805555555
20120501204300,0.14198350694444445
20120501204330,0.15168836805555555
20120501204400,0.1512673611111111
20120501204430,0.15359375
20120501204500,0.1537673611111111
20120501204530,0.15258680555555557
20120501204600,0.1585373263888889
20120501204630,0.1529340277777778
20120501204700,0.15064236111111112
20120501204730,0.14048611111111112
20120501204800,0.15565538194444445
20120501204830,0.1558637152777778
20120501204900,0.14869791666666668
20120501204930,0.14043836805555557
20120501205000,0.14515625
20120501205030,0.13759114583333334
20120501205100,0.15227430555555554
20120501205130,0.15159288194444445
20120501205200,0.15931857638888888
20120501205230,0.16914496527777778
20120501205300,0.1674262152777778
20120501205330,0.15085503472222223
20120501205400,0.1534331597222222
20120501205430,0.1534331597222222
20120501205500,0.15222222222222223
